,SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
1198168,1628446,297848,Cash loans,,0.0,0.0,,,WEDNESDAY,12,Y,1,,,,XNA,Canceled,-233,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
367976,1852486,453656,Revolving loans,9000.0,0.0,180000.0,,,WEDNESDAY,18,Y,1,,,,XAP,Approved,-629,XNA,XAP,,Refreshed,XNA,Cards,x-sell,AP+ (Cash loan),5,XNA,0.0,XNA,Card X-Sell,-628.0,-587.0,365243.0,-312.0,365243.0,0.0
249360,1113997,270733,Cash loans,,0.0,0.0,,,MONDAY,11,Y,1,,,,XNA,Canceled,-249,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
64482,2196216,385044,Cash loans,,0.0,0.0,,,MONDAY,15,Y,1,,,,XNA,Canceled,-278,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
379932,2008798,100473,Cash loans,62062.11,1975500.0,2210188.5,,1975500.0,FRIDAY,9,Y,1,,,,Repairs,Refused,-729,Cash through the bank,VERIF,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low,,,,,,
1464062,2581246,440356,Cash loans,,0.0,0.0,,,SUNDAY,15,Y,1,,,,XNA,Canceled,-346,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
8430,1765015,386470,Consumer loans,5026.05,27828.0,25042.5,2785.5,27828.0,SUNDAY,18,Y,1,0.10901475949664828,,,XAP,Approved,-2749,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,33,Connectivity,6.0,low_normal,POS mobile with interest,365243.0,-2717.0,-2567.0,-2567.0,-2560.0,0.0
496393,2298395,345118,Cash loans,,0.0,0.0,,,TUESDAY,13,Y,1,,,,XNA,Canceled,-12,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1130006,2569941,292748,Consumer loans,4834.8,21595.5,23067.0,2160.0,21595.5,WEDNESDAY,13,Y,1,0.09325073784581453,,,XAP,Approved,-545,Cash through the bank,XAP,,New,Consumer Electronics,POS,XNA,Country-wide,1000,Consumer electronics,6.0,high,POS household with interest,365243.0,-514.0,-364.0,-394.0,-368.0,0.0
1294617,2236402,287624,Cash loans,,0.0,0.0,,,TUESDAY,14,Y,1,,,,XNA,Canceled,-310,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
777112,2358710,175339,Consumer loans,20766.555,185206.5,204763.5,0.0,185206.5,FRIDAY,15,Y,1,0.0,,,XAP,Refused,-43,XNA,SCO,Family,Repeater,Consumer Electronics,POS,XNA,Country-wide,2535,Consumer electronics,12.0,middle,POS household with interest,,,,,,
975055,2408677,251675,Cash loans,30195.0,450000.0,450000.0,,450000.0,SUNDAY,8,Y,1,,,,XNA,Approved,-186,XNA,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,low_normal,Cash X-Sell: low,365243.0,-156.0,354.0,365243.0,365243.0,0.0
753839,1448142,346607,Cash loans,42981.39,810000.0,893398.5,,810000.0,FRIDAY,18,Y,1,,,,Urgent needs,Refused,-757,Cash through the bank,VERIF,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle,,,,,,
1179294,2507879,396346,Revolving loans,2250.0,45000.0,45000.0,,45000.0,FRIDAY,17,Y,1,,,,XAP,Approved,-493,XNA,XAP,Unaccompanied,New,XNA,Cards,walk-in,Country-wide,32,Connectivity,0.0,XNA,Card Street,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
114591,1776552,133868,Consumer loans,3206.655,29655.0,27643.5,4500.0,29655.0,FRIDAY,11,Y,1,0.15246967787916968,,,XAP,Approved,-1542,Cash through the bank,XAP,Other_B,Repeater,Mobile,POS,XNA,Country-wide,47,Connectivity,12.0,high,POS mobile with interest,365243.0,-1511.0,-1181.0,-1181.0,-1169.0,0.0
288860,1819908,280164,Consumer loans,12583.215,290250.0,261225.0,29025.0,290250.0,FRIDAY,16,Y,1,0.1089090909090909,,,XAP,Approved,-584,Cash through the bank,XAP,,Repeater,Consumer Electronics,POS,XNA,Stone,30,Consumer electronics,36.0,middle,POS household with interest,365243.0,-549.0,501.0,-399.0,-393.0,0.0
765364,1514783,122091,Revolving loans,13500.0,270000.0,270000.0,,270000.0,TUESDAY,11,Y,1,,,,XAP,Approved,-15,XNA,XAP,Family,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-13.0,365243.0,365243.0,365243.0,365243.0,0.0
170707,2114884,317072,Cash loans,13270.545,67500.0,69727.5,,67500.0,WEDNESDAY,12,Y,1,,,,Urgent needs,Refused,-240,Cash through the bank,LIMIT,Family,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,middle,Cash Street: middle,,,,,,
642400,2304674,100776,Consumer loans,3188.205,14530.5,17077.5,0.0,14530.5,FRIDAY,16,Y,1,0.0,,,XAP,Approved,-745,Cash through the bank,XAP,,Repeater,Audio/Video,POS,XNA,Regional / Local,100,Consumer electronics,6.0,middle,POS household with interest,365243.0,-714.0,-564.0,-564.0,-561.0,0.0
628343,1272407,267128,Cash loans,51552.0,1350000.0,1350000.0,,1350000.0,TUESDAY,17,Y,1,,,,XNA,Refused,-165,Cash through the bank,HC,Other_B,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,36.0,low_normal,Cash X-Sell: low,,,,,,
329156,1389296,401824,Consumer loans,10934.775,50850.0,40680.0,10170.0,50850.0,THURSDAY,11,Y,1,0.2178181818181818,,,XAP,Approved,-810,Cash through the bank,XAP,Family,Repeater,Furniture,POS,XNA,Stone,2161,Furniture,4.0,middle,POS other with interest,365243.0,-779.0,-689.0,-689.0,-681.0,0.0
377623,1447268,284866,Consumer loans,2781.18,19260.0,20848.5,0.0,19260.0,SATURDAY,10,Y,1,0.0,,,XAP,Approved,-2713,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Country-wide,44,Connectivity,10.0,high,POS mobile with interest,365243.0,-2682.0,-2412.0,-2412.0,-2397.0,1.0
1429343,2194869,291942,Cash loans,,67500.0,67500.0,0.0,67500.0,SATURDAY,13,Y,1,0.0,,,XNA,Canceled,-322,XNA,XAP,,Repeater,XNA,XNA,XNA,Country-wide,60,Connectivity,,XNA,Cash,,,,,,
1406705,1655425,201532,Cash loans,,0.0,0.0,,,MONDAY,10,Y,1,,,,XNA,Canceled,-345,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,150,XNA,,XNA,Cash,,,,,,
953321,1080992,213245,Cash loans,10484.19,126000.0,138474.0,,126000.0,SUNDAY,12,Y,1,,,,XNA,Approved,-1101,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,middle,Cash X-Sell: middle,365243.0,-1071.0,-561.0,-1071.0,-1065.0,1.0
780033,2443722,209890,Cash loans,,0.0,0.0,,,SUNDAY,12,Y,1,,,,XNA,Canceled,-137,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
479997,2755293,450700,Consumer loans,6072.3,101070.0,80856.0,20214.0,101070.0,FRIDAY,15,Y,1,0.2178181818181818,,,XAP,Approved,-2712,XNA,XAP,,New,Other,POS,XNA,Stone,145,Industry,24.0,low_normal,POS other with interest,365243.0,-2678.0,-1988.0,-1988.0,-1982.0,0.0
1057956,2142902,142863,Consumer loans,5043.375,111951.0,111951.0,0.0,111951.0,SUNDAY,18,Y,1,0.0,,,XAP,Approved,-351,Cash through the bank,XAP,,Repeater,Clothing and Accessories,POS,XNA,Regional / Local,70,Clothing,24.0,low_action,POS industry without interest,365243.0,-319.0,371.0,365243.0,365243.0,0.0
164669,2112076,112453,Revolving loans,45000.0,900000.0,900000.0,,900000.0,WEDNESDAY,12,N,0,,,,XAP,Refused,-398,XNA,HC,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
902660,2276835,280465,Consumer loans,18071.775,178312.5,193612.5,0.0,178312.5,SUNDAY,12,Y,1,0.0,,,XAP,Approved,-522,Cash through the bank,XAP,,Refreshed,Consumer Electronics,POS,XNA,Country-wide,900,Consumer electronics,12.0,low_normal,POS household with interest,365243.0,-491.0,-161.0,-161.0,-158.0,0.0
912648,1388032,147522,Consumer loans,12374.01,112491.0,112491.0,0.0,112491.0,TUESDAY,9,Y,1,0.0,,,XAP,Approved,-476,Cash through the bank,XAP,Unaccompanied,New,Clothing and Accessories,POS,XNA,Stone,50,Clothing,10.0,low_normal,POS industry with interest,365243.0,-445.0,-175.0,-175.0,-170.0,0.0
568829,1910110,278474,Consumer loans,18737.865,166500.0,160564.5,16650.0,166500.0,TUESDAY,10,Y,1,0.1023243788536696,,,XAP,Approved,-983,Cash through the bank,XAP,Other_B,Repeater,Clothing and Accessories,POS,XNA,Stone,30,Clothing,10.0,middle,POS industry with interest,365243.0,-941.0,-671.0,-821.0,-817.0,0.0
1616003,1897236,101582,Consumer loans,8021.025,71631.0,70857.0,7155.0,71631.0,SUNDAY,11,Y,1,0.09988777950245414,,,XAP,Approved,-1700,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Country-wide,1100,Consumer electronics,12.0,high,POS household with interest,365243.0,-1668.0,-1338.0,-1398.0,-1392.0,0.0
1124468,2768686,119031,Consumer loans,8127.225,69007.5,69642.0,6903.0,69007.5,TUESDAY,6,Y,1,0.09821666399444176,,,XAP,Approved,-1127,XNA,XAP,Unaccompanied,Repeater,Photo / Cinema Equipment,POS,XNA,Stone,130,Consumer electronics,10.0,middle,POS household with interest,365243.0,-1096.0,-826.0,-826.0,-821.0,0.0
1614349,1845032,179741,Consumer loans,22404.51,242820.0,218538.0,24282.0,242820.0,THURSDAY,18,Y,1,0.1089090909090909,,,XAP,Approved,-366,Cash through the bank,XAP,,Repeater,Homewares,POS,XNA,Regional / Local,25,Construction,12.0,middle,POS other with interest,,,,,,
1369157,1878914,185738,Cash loans,12406.68,270000.0,381744.0,,270000.0,FRIDAY,17,Y,1,,,,Repairs,Refused,-248,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),4,XNA,48.0,low_normal,Cash Street: low,,,,,,
139430,2073845,157560,Consumer loans,6989.49,71730.0,69354.0,9000.0,71730.0,TUESDAY,13,Y,1,0.125096589603826,,,XAP,Approved,-452,Cash through the bank,XAP,,Repeater,Computers,POS,XNA,Regional / Local,35,Connectivity,12.0,middle,POS mobile with interest,365243.0,-419.0,-89.0,-239.0,-237.0,0.0
1525342,1160560,257737,Consumer loans,9347.085,98955.0,79078.5,31500.0,98955.0,WEDNESDAY,7,Y,1,0.3102444293995997,,,XAP,Approved,-1302,XNA,XAP,Unaccompanied,New,Mobile,POS,XNA,Stone,63,Connectivity,12.0,high,POS mobile with interest,365243.0,-1268.0,-938.0,-1058.0,-1053.0,0.0
601230,1565258,197617,Revolving loans,7875.0,157500.0,157500.0,0.0,157500.0,SATURDAY,19,Y,1,0.0,,,XAP,Approved,-341,XNA,XAP,,New,XNA,Cards,walk-in,Country-wide,10,Connectivity,0.0,XNA,Card Street,-341.0,-291.0,365243.0,365243.0,365243.0,0.0
703470,2185113,197040,Cash loans,,0.0,0.0,,,TUESDAY,9,Y,1,,,,XNA,Canceled,-435,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
477578,2570703,214931,Cash loans,27257.625,337500.0,406224.0,,337500.0,SATURDAY,5,Y,1,,,,XNA,Approved,-802,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,low_normal,Cash X-Sell: low,365243.0,-772.0,-262.0,-652.0,-646.0,1.0
1054025,1807669,437087,Cash loans,,0.0,0.0,,,WEDNESDAY,14,Y,1,,,,XNA,Refused,-329,XNA,HC,,Repeater,XNA,XNA,XNA,Country-wide,30,Connectivity,,XNA,Cash,,,,,,
655870,1285735,312838,Consumer loans,26025.12,624600.0,406642.5,217957.5,624600.0,THURSDAY,16,Y,1,0.3800440791197274,,,XAP,Approved,-1921,Cash through the bank,XAP,"Spouse, partner",New,Consumer Electronics,POS,XNA,Stone,204,Consumer electronics,24.0,middle,POS household with interest,365243.0,-1889.0,-1199.0,-1199.0,-1196.0,0.0
1220942,1076722,148345,Consumer loans,5450.22,62955.0,67873.5,6300.0,62955.0,THURSDAY,13,Y,1,0.09250301964006992,,,XAP,Approved,-1827,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,28,Connectivity,24.0,high,POS mobile with interest,365243.0,-1784.0,-1094.0,-1124.0,-1117.0,0.0
243698,2213149,381548,Revolving loans,,0.0,0.0,,,SATURDAY,11,Y,1,,,,XAP,Canceled,-283,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1067562,2634955,259195,Consumer loans,9465.57,94666.5,85198.5,9468.0,94666.5,WEDNESDAY,17,Y,1,0.10892462198637036,,,XAP,Refused,-2669,Cash through the bank,SCO,Other_B,Repeater,XNA,POS,XNA,Country-wide,3303,Consumer electronics,10.0,low_normal,POS household without interest,,,,,,
99011,1211039,421487,Consumer loans,11742.615,93852.0,102109.5,0.0,93852.0,SATURDAY,7,Y,1,0.0,,,XAP,Approved,-441,Cash through the bank,XAP,,Repeater,Furniture,POS,XNA,Stone,100,Furniture,10.0,middle,POS industry with interest,365243.0,-408.0,-138.0,-138.0,-132.0,0.0
22894,1819173,371889,Cash loans,19151.1,450000.0,533160.0,,450000.0,TUESDAY,17,Y,1,,,,XNA,Refused,-194,Cash through the bank,HC,"Spouse, partner",Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,low_normal,Cash X-Sell: low,,,,,,
572683,1149061,426084,Cash loans,15967.8,90000.0,90000.0,,90000.0,THURSDAY,17,Y,1,,,,XNA,Refused,-159,Cash through the bank,SCO,Unaccompanied,Repeater,XNA,Cash,x-sell,Country-wide,1200,Consumer electronics,6.0,low_normal,Cash X-Sell: low,,,,,,
1648290,2530321,309460,Cash loans,,0.0,0.0,,,MONDAY,15,Y,1,,,,XNA,Canceled,-450,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
29726,2115835,447931,Consumer loans,10464.165,103050.0,102537.0,10305.0,103050.0,FRIDAY,11,Y,1,0.09945837381632563,,,XAP,Approved,-341,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Regional / Local,100,Consumer electronics,12.0,middle,POS household with interest,365243.0,-309.0,21.0,365243.0,365243.0,0.0
1476057,2566871,179941,Consumer loans,6916.86,41580.0,34191.0,9000.0,41580.0,WEDNESDAY,14,Y,1,0.2269412188145257,,,XAP,Approved,-2285,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,34,Connectivity,6.0,high,POS mobile with interest,365243.0,-2238.0,-2088.0,-2088.0,-2085.0,0.0
539868,2532663,348224,Consumer loans,12438.36,103932.0,113076.0,0.0,103932.0,SUNDAY,11,Y,1,0.0,,,XAP,Approved,-870,Cash through the bank,XAP,Family,New,Audio/Video,POS,XNA,Country-wide,1782,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-839.0,-569.0,-569.0,-561.0,0.0
685294,1040853,181709,Cash loans,42630.57,1440000.0,1611072.0,,1440000.0,WEDNESDAY,14,Y,1,,,,XNA,Refused,-59,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_action,Cash X-Sell: low,,,,,,
1432037,2108110,117273,Consumer loans,6229.485,96300.0,109926.0,0.0,96300.0,WEDNESDAY,9,Y,1,0.0,,,XAP,Approved,-498,Cash through the bank,XAP,,Repeater,Computers,POS,XNA,Stone,140,Consumer electronics,24.0,middle,POS household with interest,365243.0,-467.0,223.0,365243.0,365243.0,0.0
1624515,2415787,207781,Cash loans,19092.96,180000.0,228546.0,,180000.0,WEDNESDAY,11,Y,1,,,,XNA,Approved,-1350,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,high,Cash X-Sell: high,365243.0,-1320.0,-810.0,-1140.0,-1135.0,1.0
912981,2552564,130448,Cash loans,11218.455,90000.0,108207.0,,90000.0,SATURDAY,10,Y,1,,,,XNA,Approved,-777,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-747.0,-417.0,-477.0,-475.0,1.0
947165,1474834,389098,Consumer loans,14715.585,138586.5,79578.0,63000.0,138586.5,SATURDAY,13,Y,1,0.4812294131824494,,,XAP,Approved,-582,XNA,XAP,,Repeater,Consumer Electronics,POS,XNA,Country-wide,1370,Consumer electronics,6.0,middle,POS household with interest,365243.0,-550.0,-400.0,-520.0,-511.0,0.0
919076,2404493,342624,Cash loans,3957.525,58500.0,58500.0,,58500.0,THURSDAY,15,Y,1,,,,XNA,Approved,-650,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,36.0,high,Cash X-Sell: high,,,,,,
100576,2067520,108390,Cash loans,20740.005,544500.0,544500.0,,544500.0,SUNDAY,12,Y,1,,,,XNA,Refused,-449,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,low_normal,Cash X-Sell: low,,,,,,
155214,2465690,228188,Consumer loans,10023.03,135450.0,152883.0,0.0,135450.0,THURSDAY,14,Y,1,0.0,,,XAP,Approved,-838,Cash through the bank,XAP,Family,New,Consumer Electronics,POS,XNA,Stone,149,Consumer electronics,18.0,low_normal,POS household with interest,365243.0,-807.0,-297.0,-357.0,-352.0,0.0
1293367,1030773,224572,Cash loans,17422.965,135000.0,162967.5,,135000.0,SATURDAY,10,Y,1,,,,Other,Approved,-306,Cash through the bank,XAP,Children,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,middle,Cash Street: middle,365243.0,-276.0,54.0,365243.0,365243.0,1.0
452706,2159052,279629,Revolving loans,22500.0,0.0,450000.0,,,FRIDAY,10,Y,1,,,,XAP,Approved,-1257,XNA,XAP,,Repeater,XNA,Cards,x-sell,Credit and cash offices,0,XNA,0.0,XNA,Card X-Sell,-1228.0,-1179.0,365243.0,365243.0,365243.0,0.0
36260,2637582,376920,Cash loans,29711.61,427500.0,532084.5,,427500.0,TUESDAY,14,Y,1,,,,XNA,Refused,-224,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,low_normal,Cash X-Sell: low,,,,,,
1094727,2069752,296071,Consumer loans,6655.455,92160.0,91120.5,13500.0,92160.0,SUNDAY,16,Y,1,0.14053390370651325,,,XAP,Approved,-488,Cash through the bank,XAP,,Refreshed,Computers,POS,XNA,Country-wide,200,Consumer electronics,18.0,middle,POS household with interest,365243.0,-457.0,53.0,-7.0,-5.0,0.0
1563782,2583587,431022,Cash loans,21839.625,450000.0,512370.0,,450000.0,TUESDAY,19,Y,1,,,,XNA,Approved,-613,Cash through the bank,XAP,,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,low_normal,Cash X-Sell: low,365243.0,-583.0,467.0,-373.0,-370.0,1.0
557702,1029844,103989,Cash loans,15022.8,225000.0,254700.0,0.0,225000.0,SATURDAY,8,Y,1,0.0,,,XNA,Approved,-1749,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,middle,Cash X-Sell: middle,365243.0,-1719.0,-1029.0,-1059.0,-1055.0,1.0
610657,2488258,202761,Consumer loans,5424.255,105498.0,117378.0,0.0,105498.0,SUNDAY,16,Y,1,0.0,,,XAP,Refused,-1788,Cash through the bank,LIMIT,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Country-wide,2000,Consumer electronics,24.0,low_action,POS household without interest,,,,,,
1562022,2118812,120529,Consumer loans,7224.93,115447.5,139828.5,0.0,115447.5,MONDAY,9,Y,1,0.0,,,XAP,Approved,-343,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Regional / Local,100,Consumer electronics,24.0,low_normal,POS household with interest,365243.0,-312.0,378.0,365243.0,365243.0,0.0
1279281,2174563,186799,Revolving loans,33750.0,675000.0,675000.0,,675000.0,THURSDAY,8,Y,1,,,,XAP,Approved,-432,XNA,XAP,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
398570,1054742,265533,Consumer loans,3420.045,25155.0,31567.5,0.0,25155.0,SATURDAY,14,Y,1,0.0,,,XAP,Approved,-954,Cash through the bank,XAP,Unaccompanied,New,Computers,POS,XNA,Stone,550,Consumer electronics,12.0,high,POS household with interest,365243.0,-923.0,-593.0,-833.0,-827.0,0.0
744214,1516112,360332,Consumer loans,2437.515,53820.0,53820.0,0.0,53820.0,MONDAY,14,Y,1,0.0,,,XAP,Approved,-1186,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,4200,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-1155.0,-465.0,-855.0,-851.0,0.0
1282792,2818445,243750,Consumer loans,4257.72,31990.5,31585.5,6399.0,31990.5,MONDAY,9,Y,1,0.18347201430248464,,,XAP,Approved,-1438,Cash through the bank,XAP,"Spouse, partner",Repeater,Mobile,POS,XNA,Country-wide,52,Connectivity,10.0,high,POS mobile with interest,365243.0,-1407.0,-1137.0,-1197.0,-1194.0,0.0
588935,1424869,184836,Cash loans,20750.175,202500.0,202500.0,,202500.0,THURSDAY,9,Y,1,,,,XNA,Approved,-459,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-429.0,-99.0,-99.0,-92.0,0.0
218260,1381044,445988,Consumer loans,7635.51,124875.0,124875.0,0.0,124875.0,WEDNESDAY,11,Y,1,0.0,,,XAP,Approved,-1190,Cash through the bank,XAP,"Spouse, partner",Repeater,Audio/Video,POS,XNA,Stone,34,Consumer electronics,18.0,low_action,POS household without interest,365243.0,-1159.0,-649.0,-1009.0,-1004.0,0.0
1439444,1144868,406384,Cash loans,,0.0,0.0,,,TUESDAY,11,Y,1,,,,XNA,Canceled,-246,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
768845,1358408,324764,Cash loans,20061.99,436500.0,528687.0,,436500.0,MONDAY,9,Y,1,,,,XNA,Refused,-359,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,middle,Cash X-Sell: middle,,,,,,
655730,1859981,213876,Cash loans,,0.0,0.0,,,THURSDAY,12,Y,1,,,,XNA,Canceled,-235,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1525794,1321628,268528,Cash loans,,0.0,0.0,,,WEDNESDAY,16,Y,1,,,,XNA,Canceled,-169,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1181221,2501586,185159,Cash loans,,0.0,0.0,,,FRIDAY,18,Y,1,,,,XNA,Canceled,-343,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
368901,2393491,228856,Cash loans,,0.0,0.0,,,SATURDAY,15,Y,1,,,,XNA,Canceled,-261,XNA,XAP,,New,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1076808,1959688,426211,Revolving loans,5625.0,0.0,112500.0,,,FRIDAY,15,Y,1,,,,XAP,Approved,-2581,XNA,XAP,,Repeater,XNA,Cards,x-sell,Country-wide,45,Connectivity,0.0,XNA,Card Street,-2577.0,-2522.0,365243.0,365243.0,365243.0,0.0
299080,1670196,247061,Cash loans,19172.655,180000.0,191880.0,,180000.0,THURSDAY,10,Y,1,,,,XNA,Approved,-1379,XNA,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,12.0,middle,Cash X-Sell: middle,365243.0,-1349.0,-1019.0,-1169.0,-1165.0,1.0
1353012,1965184,270410,Cash loans,,0.0,0.0,,,THURSDAY,12,Y,1,,,,XNA,Canceled,-533,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1603037,2100406,114790,Consumer loans,13707.135,137241.0,73422.0,67500.0,137241.0,MONDAY,19,Y,1,0.5216618864594338,,,XAP,Approved,-519,Cash through the bank,XAP,,New,Computers,POS,XNA,Country-wide,100,Consumer electronics,6.0,middle,POS household with interest,365243.0,-488.0,-338.0,-338.0,-331.0,0.0
15371,1312763,156728,Consumer loans,18555.165,146655.0,157140.0,0.0,146655.0,SATURDAY,17,Y,1,0.0,,,XAP,Approved,-1180,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Regional / Local,196,Consumer electronics,10.0,middle,POS household with interest,365243.0,-1149.0,-879.0,-879.0,-870.0,0.0
775607,1247330,218984,Consumer loans,5983.065,56655.0,49900.5,11250.0,56655.0,MONDAY,16,Y,1,0.2003625927387793,,,XAP,Refused,-1716,Cash through the bank,LIMIT,,Repeater,Mobile,POS,XNA,Country-wide,46,Connectivity,12.0,high,POS mobile with interest,,,,,,
790090,1776221,116383,Consumer loans,19755.81,181746.0,181746.0,0.0,181746.0,WEDNESDAY,17,Y,1,0.0,,,XAP,Approved,-968,Cash through the bank,XAP,Unaccompanied,New,Homewares,POS,XNA,Stone,200,Construction,10.0,low_action,POS others without interest,365243.0,-937.0,-667.0,-667.0,-663.0,0.0
320578,1423469,117573,Cash loans,28579.5,688500.0,806647.5,,688500.0,MONDAY,8,Y,1,,,,XNA,Approved,-476,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,middle,Cash X-Sell: middle,365243.0,-446.0,1324.0,365243.0,365243.0,1.0
