,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
36436,142200,0,Cash loans,F,N,Y,0,225000.0,1078200.0,31522.5,900000.0,Unaccompanied,State servant,Secondary / secondary special,Widow,Municipal apartment,0.022625,-21766,-4149,-9201.0,-2176,,1,1,1,1,1,0,Core staff,1.0,2,2,FRIDAY,13,0,0,0,0,0,0,Kindergarten,,0.6458787520435595,0.375711009574066,0.2299,0.1932,0.9871,0.8232,0.0363,0.24,0.2069,0.3333,0.375,0.0576,0.1874,0.2397,0.0,0.0,0.2342,0.2004,0.9871,0.8301,0.0366,0.2417,0.2069,0.3333,0.375,0.0589,0.2048,0.2498,0.0,0.0,0.2321,0.1932,0.9871,0.8256,0.0365,0.24,0.2069,0.3333,0.375,0.0586,0.1907,0.244,0.0,0.0,reg oper account,block of flats,0.2244,"Stone, brick",No,1.0,0.0,1.0,0.0,-1523.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
156660,281580,0,Cash loans,F,N,N,1,90000.0,675000.0,49248.0,675000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.018209,-12189,-2428,-5740.0,-1690,,1,1,1,1,1,0,,3.0,3,3,WEDNESDAY,14,0,0,0,0,1,1,Trade: type 7,0.21015988671486047,0.2876959704720277,0.1852020815902493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-544.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,2.0,0.0
278162,422292,0,Cash loans,F,N,Y,0,202500.0,815733.0,29430.0,688500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.01885,-16157,-3459,-8206.0,-4403,,1,1,0,1,0,0,Cleaning staff,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Business Entity Type 2,0.7724003160010792,0.7270524482509491,0.4400578303966329,0.1485,0.0865,0.9876,0.83,0.0221,0.16,0.1379,0.3333,0.375,0.0581,0.121,0.1552,0.0,0.0,0.1513,0.0898,0.9876,0.8367,0.0223,0.1611,0.1379,0.3333,0.375,0.0594,0.1322,0.1617,0.0,0.0,0.1499,0.0865,0.9876,0.8323,0.0223,0.16,0.1379,0.3333,0.375,0.0591,0.1231,0.158,0.0,0.0,reg oper spec account,block of flats,0.1342,"Stone, brick",No,2.0,0.0,2.0,0.0,-576.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,8.0
165813,292212,0,Cash loans,M,N,Y,0,265500.0,1546020.0,45202.5,1350000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.003069,-22656,-474,-9077.0,-4538,,1,1,0,1,0,0,High skill tech staff,2.0,3,3,SATURDAY,16,0,1,1,0,0,0,Government,0.7609346450656955,0.5610184002080656,0.7544061731797895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-318.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
24724,128757,0,Cash loans,F,N,Y,0,202500.0,1005120.0,29520.0,720000.0,Children,Pensioner,Secondary / secondary special,Married,House / apartment,0.018029,-14896,365243,-4704.0,-3928,,1,0,0,1,0,0,,2.0,3,3,FRIDAY,4,0,0,0,0,0,0,XNA,,0.034071869737916684,0.4083588531230431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
208697,341886,0,Cash loans,F,N,Y,0,135000.0,740704.5,35761.5,598500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.020246,-10782,-1078,-55.0,-3450,,1,1,0,1,0,0,Laborers,2.0,3,3,THURSDAY,11,0,0,0,0,0,0,Industry: type 5,0.3082000609264165,0.5865428983759041,,0.0928,0.0473,0.9945,0.9252,0.0208,0.08,0.069,0.375,0.4167,0.0387,0.0756,0.0857,0.0,0.0,0.0945,0.0491,0.9945,0.9281,0.021,0.0806,0.069,0.375,0.4167,0.0395,0.0826,0.0893,0.0,0.0,0.0937,0.0473,0.9945,0.9262,0.0209,0.08,0.069,0.375,0.4167,0.0393,0.077,0.0873,0.0,0.0,reg oper account,block of flats,0.0788,Panel,No,0.0,0.0,0.0,0.0,-499.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
108720,226098,0,Cash loans,M,N,Y,0,144000.0,452385.0,22131.0,373500.0,Unaccompanied,State servant,Incomplete higher,Married,House / apartment,0.002042,-15068,-121,-621.0,-645,,1,1,0,1,0,0,Drivers,2.0,3,3,THURSDAY,10,0,0,0,0,0,0,Government,0.2307407041721705,0.4019601178181785,0.4206109640437848,0.1247,0.1093,0.9876,,,,0.0345,0.1667,,0.0379,,0.0483,,0.0062,0.1271,0.1134,0.9876,,,,0.0345,0.1667,,0.0387,,0.0504,,0.0065,0.126,0.1093,0.9876,,,,0.0345,0.1667,,0.0385,,0.0492,,0.0063,,block of flats,0.0691,Others,No,0.0,0.0,0.0,0.0,-606.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
201567,333656,0,Cash loans,F,N,Y,1,135000.0,477000.0,20340.0,477000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-15335,-1106,-1367.0,-2444,,1,1,0,1,0,0,Core staff,3.0,2,2,SATURDAY,12,0,0,0,0,0,0,Kindergarten,,0.5680283904147111,0.5585066276769286,0.1485,0.087,0.9831,0.7688,0.0452,0.36,0.1379,0.3333,0.375,0.1426,0.121,0.1528,0.0,0.0,0.1513,0.0902,0.9831,0.7779,0.0457,0.3625,0.1379,0.3333,0.375,0.1459,0.1322,0.1592,0.0,0.0,0.1499,0.087,0.9831,0.7719,0.0455,0.36,0.1379,0.3333,0.375,0.1451,0.1231,0.1556,0.0,0.0,reg oper account,block of flats,0.1237,Panel,No,2.0,0.0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
289755,435686,0,Cash loans,F,Y,N,0,103500.0,808650.0,31333.5,675000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.019101,-13110,-951,-1641.0,-3246,14.0,1,1,1,1,0,0,Accountants,2.0,2,2,FRIDAY,18,0,0,0,0,0,0,Trade: type 7,0.5086160705551589,0.33175016802953683,0.6446794549585961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-2368.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
219453,354231,1,Cash loans,F,N,Y,0,117000.0,900000.0,26446.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.014519999999999996,-21175,-2097,-287.0,-4720,,1,1,0,1,0,0,High skill tech staff,2.0,2,2,THURSDAY,14,0,0,0,0,0,0,Construction,,0.35397966249164536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-875.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
31802,136888,0,Cash loans,F,Y,Y,0,90000.0,675000.0,27621.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.030755,-10082,-1722,-4651.0,-967,10.0,1,1,1,1,1,0,Core staff,2.0,2,2,THURSDAY,15,0,0,0,0,1,1,Trade: type 3,0.2203219186408232,0.5266168803265638,0.6706517530862718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-1640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
110452,228126,0,Cash loans,F,N,Y,0,135000.0,1078200.0,31653.0,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.031329,-16794,-614,-9763.0,-216,,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,Self-employed,,0.7403255975552847,0.5779691187553125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,5.0,0.0,-1496.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
92678,207612,0,Cash loans,M,Y,N,1,157500.0,1006920.0,42790.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.010966,-14446,-3886,-1868.0,-4244,3.0,1,1,0,1,0,0,,3.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.7533146718358126,0.7490217048463391,0.0722,0.0775,0.9816,,,0.0,0.1379,0.1667,,0.0329,,0.0645,,0.0,0.0735,0.0805,0.9816,,,0.0,0.1379,0.1667,,0.0336,,0.0672,,0.0,0.0729,0.0775,0.9816,,,0.0,0.1379,0.1667,,0.0335,,0.0657,,0.0,,block of flats,0.0555,Panel,No,0.0,0.0,0.0,0.0,-2312.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
166912,293499,0,Cash loans,F,N,Y,1,67500.0,95940.0,9958.5,90000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.008625,-13206,-5540,-6551.0,-4074,,1,1,1,1,0,0,Managers,3.0,2,2,TUESDAY,14,0,0,0,0,0,0,Other,0.5207328384930292,0.5491106952485105,0.7503751495159068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-603.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
268505,411157,0,Cash loans,M,Y,Y,1,225000.0,1027327.5,43654.5,945000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.007273999999999998,-13258,-992,-1661.0,-4587,7.0,1,1,0,1,1,0,Managers,3.0,2,2,FRIDAY,16,0,0,0,0,0,0,Self-employed,0.7543188608953226,0.5914078358515342,0.5779691187553125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-2344.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
152006,276189,0,Cash loans,M,Y,Y,2,157500.0,269982.0,27792.0,238500.0,Unaccompanied,State servant,Secondary / secondary special,Married,Rented apartment,0.019689,-15246,-4406,-7791.0,-4542,11.0,1,1,0,1,0,0,Drivers,4.0,2,2,TUESDAY,11,0,0,0,1,1,0,Emergency,,0.753111431089402,0.5567274263630174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2678.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
94988,210297,1,Cash loans,F,Y,Y,0,180000.0,675000.0,45108.0,675000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508,-16821,-1449,-1067.0,-364,7.0,1,1,0,1,1,0,Accountants,2.0,1,1,FRIDAY,14,0,0,0,0,0,0,Other,0.5980289106554657,0.6785589566421361,0.501075160239048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,5.0,0.0,-986.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
67411,178175,0,Cash loans,M,N,Y,1,180000.0,755190.0,36459.0,675000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.031329,-10923,-546,-62.0,-3603,,1,1,0,1,0,0,Managers,3.0,2,2,MONDAY,15,0,0,0,0,0,0,Advertising,0.6787316047546937,0.7703542581524253,0.7738956942145427,0.2959,0.1726,0.9841,0.7824,,0.32,0.2759,0.3333,0.375,0.2256,,0.3125,,0.0011,0.3015,0.1791,0.9841,0.7909,,0.3222,0.2759,0.3333,0.375,0.2307,,0.3256,,0.0012,0.2987,0.1726,0.9841,0.7853,,0.32,0.2759,0.3333,0.375,0.2295,,0.3181,,0.0011,reg oper account,block of flats,0.2461,Panel,No,12.0,0.0,12.0,0.0,-1701.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,1.0
20095,123440,0,Cash loans,M,Y,N,0,202500.0,599778.0,32665.5,477000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.032561,-16668,-819,-7333.0,-201,13.0,1,1,0,1,0,0,,1.0,1,1,TUESDAY,16,0,0,0,0,0,0,Construction,,0.6377602832336646,0.6545292802242897,0.1155,0.0117,0.9707,0.5988,,0.16,0.1379,0.25,0.2917,0.0224,0.0765,0.1164,0.0811,0.1131,0.1176,0.0121,0.9707,0.6145,,0.1611,0.1379,0.25,0.2917,0.0229,0.0836,0.1212,0.0817,0.1197,0.1166,0.0117,0.9707,0.6042,,0.16,0.1379,0.25,0.2917,0.0228,0.0778,0.1185,0.0815,0.1155,reg oper account,block of flats,0.1161,"Stone, brick",No,2.0,0.0,2.0,0.0,-15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
138571,260692,0,Cash loans,M,N,Y,0,144000.0,178776.0,8824.5,117000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.007120000000000001,-8488,-1329,-2933.0,-1167,,1,1,0,1,0,0,,1.0,2,2,MONDAY,13,1,1,0,1,1,0,Business Entity Type 3,0.15580526393461014,0.5120431247875123,0.2103502286944494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-578.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
105630,222565,0,Cash loans,F,N,Y,2,81000.0,270000.0,13261.5,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-10776,-459,-630.0,-3437,,1,1,1,1,1,0,Laborers,4.0,2,2,FRIDAY,10,0,0,0,0,1,1,Trade: type 7,0.32045659522198033,0.2811493130213969,0.42765737003502935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
145807,269064,0,Cash loans,F,N,Y,0,90000.0,585000.0,21141.0,585000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018209,-20757,365243,-6950.0,-4103,,1,0,0,1,0,0,,2.0,3,3,WEDNESDAY,8,0,0,0,0,0,0,XNA,,0.5371899655131936,0.2392262794694045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
128633,249207,0,Cash loans,F,N,Y,2,67500.0,1078200.0,31653.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-11420,-1535,-1276.0,-3978,,1,1,0,1,0,0,Cooking staff,4.0,3,3,SUNDAY,8,0,0,0,0,0,0,Restaurant,0.2436498763041472,0.31810995476305154,,0.1134,0.1444,0.997,0.9592,0.0191,0.0,0.2414,0.1667,0.2083,0.0,0.0925,0.1202,0.0,0.0,0.1155,0.1498,0.997,0.9608,0.0192,0.0,0.2414,0.1667,0.2083,0.0,0.10099999999999999,0.1253,0.0,0.0,0.1145,0.1444,0.997,0.9597,0.0192,0.0,0.2414,0.1667,0.2083,0.0,0.0941,0.1224,0.0,0.0,reg oper account,block of flats,0.105,Panel,No,0.0,0.0,0.0,0.0,-784.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
161935,287723,0,Cash loans,F,N,N,1,90000.0,808650.0,21330.0,675000.0,Unaccompanied,Working,Higher education,Married,Municipal apartment,0.006207,-12878,-3419,-1017.0,-4969,,1,1,1,1,1,0,Sales staff,3.0,2,2,MONDAY,16,0,0,0,0,0,0,Self-employed,0.5157827323380775,0.4440538470971889,0.7503751495159068,0.0727,0.0478,0.9876,0.6872,,0.04,0.0862,0.2708,0.2083,0.0466,0.0504,0.066,0.0,0.0168,0.063,0.0496,0.9772,0.6994,,0.0,0.069,0.1667,0.2083,0.0167,0.0551,0.0537,0.0,0.0,0.0734,0.0478,0.9876,0.6914,,0.04,0.0862,0.2708,0.2083,0.0474,0.0513,0.0672,0.0,0.0172,reg oper account,block of flats,0.0438,"Stone, brick",No,6.0,0.0,6.0,0.0,-3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
201872,334003,0,Cash loans,M,Y,N,0,202500.0,315000.0,23049.0,315000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.018209,-15787,-2002,-1574.0,-4700,9.0,1,1,0,1,0,1,,2.0,3,3,THURSDAY,7,0,0,0,0,0,0,Business Entity Type 3,,0.4240949227600185,0.2678689358444539,0.2227,,0.9856,,,0.24,0.2069,0.3333,,,,0.2323,,0.0074,0.2269,,0.9856,,,0.2417,0.2069,0.3333,,,,0.242,,0.0079,0.2248,,0.9856,,,0.24,0.2069,0.3333,,,,0.2364,,0.0076,,block of flats,0.2059,Panel,No,4.0,0.0,4.0,0.0,-3252.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,1.0
159142,284486,0,Cash loans,F,N,Y,0,99000.0,105534.0,10251.0,99000.0,Family,Pensioner,Secondary / secondary special,Separated,House / apartment,0.02461,-23270,365243,-12512.0,-4199,,1,0,0,1,1,0,,1.0,2,2,MONDAY,12,0,0,0,0,0,0,XNA,,0.7001588169988415,0.7394117535524816,0.0619,0.0602,0.9791,0.7144,,0.0,0.1379,0.1667,,0.0637,,0.0605,,0.0,0.063,0.0624,0.9791,0.7256,,0.0,0.1379,0.1667,,0.0652,,0.063,,0.0,0.0625,0.0602,0.9791,0.7182,,0.0,0.1379,0.1667,,0.0648,,0.0616,,0.0,,block of flats,0.0519,Panel,No,3.0,2.0,3.0,2.0,-315.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,0.0,2.0
283055,427847,0,Cash loans,F,N,Y,1,225000.0,808650.0,31464.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.031329,-17463,-3557,-1146.0,-1008,,1,1,0,1,0,0,Managers,3.0,2,2,WEDNESDAY,8,0,0,0,0,1,1,Business Entity Type 3,0.5975889707067215,0.4613299072382695,0.6577838002083306,0.1379,0.1146,0.9935,0.8844,0.0526,0.19,0.1559,0.3483,0.4271,0.0659,0.1355,0.1437,0.0048,0.0152,0.1029,0.0731,0.9916,0.8889,0.0233,0.1208,0.1034,0.3333,0.375,0.0674,0.09,0.1222,0.0,0.0,0.102,0.0995,0.996,0.8859,0.0475,0.18,0.1724,0.3333,0.375,0.0671,0.1351,0.1194,0.0019,0.0031,reg oper account,block of flats,0.1822,Panel,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
252563,392237,0,Cash loans,M,Y,Y,0,126000.0,381528.0,18684.0,315000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.014519999999999996,-21545,-3479,-13077.0,-4152,9.0,1,1,1,1,1,0,Laborers,2.0,2,2,WEDNESDAY,8,0,0,0,0,1,1,Business Entity Type 1,0.5007188194327278,0.6167820255959605,0.8633633824101478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1257.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
285387,430518,0,Cash loans,M,Y,Y,0,135000.0,755190.0,32125.5,675000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.009657,-19872,-1086,-9110.0,-3382,7.0,1,1,0,1,0,0,,2.0,2,2,FRIDAY,14,0,0,0,0,0,0,Business Entity Type 3,,0.494070579793924,,0.267,0.1636,0.9876,0.83,0.0156,0.28,0.2414,0.3333,0.375,0.1691,0.2177,0.2729,0.0,0.1133,0.2721,0.1698,0.9876,0.8367,0.0158,0.282,0.2414,0.3333,0.375,0.1729,0.2378,0.2843,0.0,0.1199,0.2696,0.1636,0.9876,0.8323,0.0157,0.28,0.2414,0.3333,0.375,0.172,0.2215,0.2778,0.0,0.1156,reg oper spec account,block of flats,0.2478,Panel,No,5.0,0.0,5.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
85382,199069,0,Cash loans,F,Y,N,0,90000.0,1125000.0,44748.0,1125000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.003069,-14434,-4077,-8214.0,-4363,11.0,1,1,0,1,0,0,Core staff,2.0,3,3,THURSDAY,14,0,0,0,0,0,0,School,0.8709386772219558,0.47389388424993395,0.6006575372857061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,7.0,0.0,-485.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,2.0
19081,122254,0,Cash loans,F,N,N,0,108000.0,1129500.0,37980.0,1129500.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.018209,-23669,365243,-12617.0,-4350,,1,0,0,1,1,0,,2.0,3,3,SUNDAY,8,0,0,0,0,0,0,XNA,,0.5486125440267934,0.4596904504249018,0.2557,0.1884,0.9826,,,0.28,0.2414,0.3333,,0.1862,,0.2554,,0.0155,0.2605,0.1956,0.9826,,,0.282,0.2414,0.3333,,0.1904,,0.2661,,0.0164,0.2581,0.1884,0.9826,,,0.28,0.2414,0.3333,,0.1894,,0.26,,0.0158,,block of flats,0.2376,Panel,No,1.0,0.0,1.0,0.0,-1137.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
